Year,Continent,Country Name,Product Name,US Customs District,Value (USD),Volume (kg)
2025,AFRICA,SOUTH AFRICA,TUNA BLUEFIN SOUTHERN FRESH,"LOS ANGELES, CA",146519,18638
2025,AFRICA,SOUTH AFRICA,TUNA BLUEFIN SOUTHERN FRESH,"SAN FRANCISCO, CA",19442,2174
2025,AFRICA,SOUTH AFRICA,TUNA BLUEFIN SOUTHERN FRESH,"CHICAGO, IL",108082,9066
2025,ASIA,JAPAN,TUNA BLUEFIN SOUTHERN FRESH,"NEW YORK, NY",3973,139
2025,EUROPE,GREECE,TUNA BLUEFIN SOUTHERN FRESH,"NEW YORK, NY",25598,2186
2025,OCEANIA,AUSTRALIA,TUNA BLUEFIN SOUTHERN FRESH,"NEW YORK, NY",451885,55628
2025,OCEANIA,AUSTRALIA,TUNA BLUEFIN SOUTHERN FRESH,"LOS ANGELES, CA",715849,74916
2025,OCEANIA,AUSTRALIA,TUNA BLUEFIN SOUTHERN FRESH,"HONOLULU, HI",298516,25959
2025,OCEANIA,AUSTRALIA,TUNA BLUEFIN SOUTHERN FRESH,"MIAMI, FL",19398,1257
2025,OCEANIA,NEW ZEALAND,TUNA BLUEFIN SOUTHERN FRESH,"NEW YORK, NY",221067,23681
2025,OCEANIA,NEW ZEALAND,TUNA BLUEFIN SOUTHERN FRESH,"LOS ANGELES, CA",551617,53929
2025,OCEANIA,NEW ZEALAND,TUNA BLUEFIN SOUTHERN FRESH,"HONOLULU, HI",88484,9943
2025,ASIA,SOUTH KOREA,TUNA BLUEFIN ATLANTIC FROZEN,"LOS ANGELES, CA",141839,2778
2025,ASIA,JAPAN,TUNA BLUEFIN ATLANTIC FROZEN,"LOS ANGELES, CA",1578436,33554
2025,ASIA,JAPAN,TUNA BLUEFIN ATLANTIC FROZEN,"HOUSTON-GALVESTON, TX",11105,267
2025,EUROPE,CROATIA,TUNA BLUEFIN ATLANTIC FROZEN,"NEW YORK, NY",230955,5283
2025,EUROPE,ALBANIA,TUNA BLUEFIN ATLANTIC FROZEN,"NEW YORK, NY",4524,347
2025,AFRICA,ALGERIA,TUNA BLUEFIN PACIFIC FROZEN,"HONOLULU, HI",10053,204
2025,ASIA,SOUTH KOREA,TUNA BLUEFIN PACIFIC FROZEN,"NEW YORK, NY",85294,23867
2025,ASIA,JAPAN,TUNA BLUEFIN PACIFIC FROZEN,"NEW YORK, NY",27616,7536
2025,ASIA,JAPAN,TUNA BLUEFIN PACIFIC FROZEN,"LOS ANGELES, CA",8037,170
2025,ASIA,JAPAN,TUNA BLUEFIN PACIFIC FROZEN,"SAN FRANCISCO, CA",10723,227
2025,ASIA,JAPAN,TUNA BLUEFIN PACIFIC FROZEN,"HONOLULU, HI",85043,1736
2025,ASIA,JAPAN,TUNA BLUEFIN PACIFIC FROZEN,"MIAMI, FL",2986,36
2025,EUROPE,ITALY,TUNA BLUEFIN PACIFIC FROZEN,"NEW YORK, NY",33929,6751
2025,EUROPE,CROATIA,TUNA BLUEFIN PACIFIC FROZEN,"NEW YORK, NY",88717,26802
2025,EUROPE,TURKEY,TUNA BLUEFIN PACIFIC FROZEN,"HONOLULU, HI",478059,10310
2025,ASIA,INDONESIA,TUNA BLUEFIN SOUTHERN FROZEN,"LOS ANGELES, CA",105264,5800
2025,ASIA,JAPAN,TUNA BLUEFIN SOUTHERN FROZEN,"LOS ANGELES, CA",303712,9782
2024,AFRICA,TUNISIA,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","BOSTON, MA",147853,7033
2024,AFRICA,TUNISIA,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","NEW YORK, NY",326308,16083
2024,AFRICA,TUNISIA,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","PHILADELPHIA, PA",941071,40553
2024,AFRICA,TUNISIA,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","LOS ANGELES, CA",341779,16317
2024,AFRICA,TUNISIA,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","SAN FRANCISCO, CA",8771,405
2024,AFRICA,TUNISIA,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","SEATTLE, WA",32466,1278
2024,AFRICA,TUNISIA,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","CHICAGO, IL",5600,248
2024,AFRICA,TUNISIA,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","MIAMI, FL",70766,2998
2024,AFRICA,SOUTH AFRICA,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","NEW YORK, NY",3509,303
2024,ASIA,JAPAN,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","NEW YORK, NY",736219,14823
2024,ASIA,JAPAN,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","SAVANNAH, GA",71512,1543
2024,ASIA,JAPAN,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","LOS ANGELES, CA",934290,25320
2024,ASIA,JAPAN,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","SAN FRANCISCO, CA",199143,3878
2024,ASIA,JAPAN,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","HONOLULU, HI",1123860,22250
2024,ASIA,JAPAN,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","MIAMI, FL",179931,3629
2024,ASIA,JAPAN,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","HOUSTON-GALVESTON, TX",62378,1189
2024,ASIA,JAPAN,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","WASHINGTON, DC",3419,96
2024,ASIA,JAPAN,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","DALLAS-FORT WORTH, TX",167801,2781
2024,EUROPE,NORWAY,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","BOSTON, MA",35560,2688
2024,EUROPE,NORWAY,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","MIAMI, FL",52853,3995
2024,EUROPE,FRANCE,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","MIAMI, FL",121773,4248
2024,EUROPE,SPAIN,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","BOSTON, MA",144544,7204
2024,EUROPE,SPAIN,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","NEW YORK, NY",25475031,891369
2024,EUROPE,SPAIN,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","PHILADELPHIA, PA",209265,9873
2024,EUROPE,SPAIN,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","SAVANNAH, GA",10425,294
2024,EUROPE,SPAIN,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","LOS ANGELES, CA",16249944,524084
2024,EUROPE,SPAIN,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","SAN FRANCISCO, CA",992619,31446
2024,EUROPE,SPAIN,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","SEATTLE, WA",3165408,105972
2024,EUROPE,SPAIN,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","HONOLULU, HI",265081,7530
2024,EUROPE,SPAIN,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","GREAT FALLS, MT",46011,1320
2024,EUROPE,SPAIN,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","MINNEAPOLIS, MN",58414,1904
2024,EUROPE,SPAIN,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","CHICAGO, IL",2065189,66435
2024,EUROPE,SPAIN,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","SAN JUAN, PR",2564,100
2024,EUROPE,SPAIN,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","MIAMI, FL",2546828,84560
2024,EUROPE,SPAIN,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","HOUSTON-GALVESTON, TX",2532416,80055
2024,EUROPE,SPAIN,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","DALLAS-FORT WORTH, TX",1177420,38057
2024,EUROPE,PORTUGAL,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","BOSTON, MA",65328,4894
2024,EUROPE,PORTUGAL,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","NEW YORK, NY",5901,232
2024,EUROPE,ITALY,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","MIAMI, FL",48133,1739
2024,EUROPE,CROATIA,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","NEW YORK, NY",437025,21917
2024,EUROPE,CROATIA,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","LOS ANGELES, CA",539644,28230
2024,EUROPE,CROATIA,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","SEATTLE, WA",13433,707
2024,EUROPE,CROATIA,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","HOUSTON-GALVESTON, TX",32047,1623
2024,EUROPE,ALBANIA,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","NEW YORK, NY",756468,28796
2024,EUROPE,ALBANIA,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","LOS ANGELES, CA",127301,4861
2024,EUROPE,ALBANIA,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","MIAMI, FL",3799,145
2024,EUROPE,TURKEY,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","NEW YORK, NY",309464,15802
2024,EUROPE,TURKEY,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","SEATTLE, WA",41543,2181
2024,EUROPE,TURKEY,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","DALLAS-FORT WORTH, TX",11973,518
2024,NORTH AMERICA,CANADA,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","PORTLAND, ME",1407292,87577
2024,NORTH AMERICA,MEXICO,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","LAREDO, TX",147670,13024
2024,NORTH AMERICA,MEXICO,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","SAN DIEGO, CA",72581638,3232268
2024,OCEANIA,AUSTRALIA,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","LOS ANGELES, CA",2396,114
2024,OCEANIA,AUSTRALIA,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","HONOLULU, HI",6993,700
2024,OCEANIA,NEW ZEALAND,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","NEW YORK, NY",10799,754
2024,OCEANIA,NEW ZEALAND,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","LOS ANGELES, CA",139766,10857
2024,OCEANIA,NEW ZEALAND,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","HONOLULU, HI",97585,10096
2024,AFRICA,SOUTH AFRICA,TUNA BLUEFIN SOUTHERN FRESH,"NEW YORK, NY",641487,55803
2024,AFRICA,SOUTH AFRICA,TUNA BLUEFIN SOUTHERN FRESH,"LOS ANGELES, CA",253428,15174
2024,AFRICA,SOUTH AFRICA,TUNA BLUEFIN SOUTHERN FRESH,"SAN FRANCISCO, CA",63222,3350
2024,AFRICA,SOUTH AFRICA,TUNA BLUEFIN SOUTHERN FRESH,"CHICAGO, IL",123173,6559
2024,AFRICA,SOUTH AFRICA,TUNA BLUEFIN SOUTHERN FRESH,"MIAMI, FL",8615,569
2024,ASIA,JAPAN,TUNA BLUEFIN SOUTHERN FRESH,"LOS ANGELES, CA",2738,96
2024,ASIA,JAPAN,TUNA BLUEFIN SOUTHERN FRESH,"MIAMI, FL",6065,123
2024,EUROPE,SPAIN,TUNA BLUEFIN SOUTHERN FRESH,"LOS ANGELES, CA",7579,230
2024,EUROPE,PORTUGAL,TUNA BLUEFIN SOUTHERN FRESH,"BOSTON, MA",29608,1486
2024,OCEANIA,AUSTRALIA,TUNA BLUEFIN SOUTHERN FRESH,"BOSTON, MA",12080,1242
2024,OCEANIA,AUSTRALIA,TUNA BLUEFIN SOUTHERN FRESH,"NEW YORK, NY",1287656,98446
2024,OCEANIA,AUSTRALIA,TUNA BLUEFIN SOUTHERN FRESH,"LOS ANGELES, CA",470528,31683
2024,OCEANIA,AUSTRALIA,TUNA BLUEFIN SOUTHERN FRESH,"HONOLULU, HI",1650698,135035
2024,OCEANIA,AUSTRALIA,TUNA BLUEFIN SOUTHERN FRESH,"MIAMI, FL",152846,9365
2024,OCEANIA,NEW ZEALAND,TUNA BLUEFIN SOUTHERN FRESH,"NEW YORK, NY",251607,24611
2024,OCEANIA,NEW ZEALAND,TUNA BLUEFIN SOUTHERN FRESH,"LOS ANGELES, CA",625185,60436
2024,OCEANIA,NEW ZEALAND,TUNA BLUEFIN SOUTHERN FRESH,"HONOLULU, HI",241214,25415
2024,ASIA,SOUTH KOREA,TUNA BLUEFIN ATLANTIC FROZEN,"NEW YORK, NY",328917,5626
2024,ASIA,SOUTH KOREA,TUNA BLUEFIN ATLANTIC FROZEN,"LOS ANGELES, CA",316421,6339
2024,ASIA,JAPAN,TUNA BLUEFIN ATLANTIC FROZEN,"LOS ANGELES, CA",1829185,37024
2024,ASIA,JAPAN,TUNA BLUEFIN ATLANTIC FROZEN,"MIAMI, FL",6409,79
2024,ASIA,JAPAN,TUNA BLUEFIN ATLANTIC FROZEN,"HOUSTON-GALVESTON, TX",8999,232
2024,EUROPE,SPAIN,TUNA BLUEFIN ATLANTIC FROZEN,"MIAMI, FL",23256,422
2024,EUROPE,CROATIA,TUNA BLUEFIN ATLANTIC FROZEN,"NEW YORK, NY",75355,1478
2024,ASIA,JAPAN,TUNA BLUEFIN PACIFIC FROZEN,"NEW YORK, NY",38697,370
2024,ASIA,JAPAN,TUNA BLUEFIN PACIFIC FROZEN,"LOS ANGELES, CA",26785,158
2024,ASIA,JAPAN,TUNA BLUEFIN PACIFIC FROZEN,"SAN FRANCISCO, CA",30407,589
2024,ASIA,JAPAN,TUNA BLUEFIN PACIFIC FROZEN,"HONOLULU, HI",79579,14036
2024,ASIA,JAPAN,TUNA BLUEFIN PACIFIC FROZEN,"HOUSTON-GALVESTON, TX",11337,273
2024,EUROPE,MALTA,TUNA BLUEFIN PACIFIC FROZEN,"HONOLULU, HI",4313,90
2024,EUROPE,CROATIA,TUNA BLUEFIN PACIFIC FROZEN,"HONOLULU, HI",106135,2720
2024,EUROPE,TURKEY,TUNA BLUEFIN PACIFIC FROZEN,"HONOLULU, HI",115674,5438
2024,ASIA,INDONESIA,TUNA BLUEFIN SOUTHERN FROZEN,"LOS ANGELES, CA",518009,28710
2024,ASIA,SOUTH KOREA,TUNA BLUEFIN SOUTHERN FROZEN,"NEW YORK, NY",190273,4276
2024,ASIA,JAPAN,TUNA BLUEFIN SOUTHERN FROZEN,"LOS ANGELES, CA",252976,7397
2023,AFRICA,SOUTH AFRICA,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","NEW YORK, NY",5798,263
2023,ASIA,JAPAN,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","NEW YORK, NY",1042586,27945
2023,ASIA,JAPAN,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","SAVANNAH, GA",97290,1388
2023,ASIA,JAPAN,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","LOS ANGELES, CA",426650,10234
2023,ASIA,JAPAN,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","SAN FRANCISCO, CA",365135,6778
2023,ASIA,JAPAN,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","SEATTLE, WA",54743,1844
2023,ASIA,JAPAN,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","HONOLULU, HI",1164755,22926
2023,ASIA,JAPAN,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","MIAMI, FL",233497,4657
2023,ASIA,JAPAN,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","HOUSTON-GALVESTON, TX",33680,567
2023,ASIA,JAPAN,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","WASHINGTON, DC",15983,458
2023,ASIA,JAPAN,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","DALLAS-FORT WORTH, TX",130176,2037
2023,EUROPE,NORWAY,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","BOSTON, MA",9047,445
2023,EUROPE,FRANCE,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","MIAMI, FL",5944,241
2023,EUROPE,SPAIN,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","BOSTON, MA",64196,2305
2023,EUROPE,SPAIN,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","NEW YORK, NY",21921306,751632
2023,EUROPE,SPAIN,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","SAVANNAH, GA",25362,721
2023,EUROPE,SPAIN,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","TAMPA, FL",10337,379
2023,EUROPE,SPAIN,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","LOS ANGELES, CA",14190343,461198
2023,EUROPE,SPAIN,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","SAN FRANCISCO, CA",575233,17640
2023,EUROPE,SPAIN,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","SEATTLE, WA",2522174,80499
2023,EUROPE,SPAIN,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","HONOLULU, HI",211169,6089
2023,EUROPE,SPAIN,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","GREAT FALLS, MT",188542,5446
2023,EUROPE,SPAIN,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","MINNEAPOLIS, MN",53807,1659
2023,EUROPE,SPAIN,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","CHICAGO, IL",1581380,48143
2023,EUROPE,SPAIN,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","MIAMI, FL",2599692,87321
2023,EUROPE,SPAIN,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","HOUSTON-GALVESTON, TX",2189576,67856
2023,EUROPE,SPAIN,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","WASHINGTON, DC",204513,8624
2023,EUROPE,SPAIN,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","DALLAS-FORT WORTH, TX",804146,25198
2023,EUROPE,PORTUGAL,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","BOSTON, MA",23086,1300
2023,EUROPE,PORTUGAL,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","NEW YORK, NY",16060,779
2023,EUROPE,MALTA,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","NEW YORK, NY",59114,3533
2023,EUROPE,TURKEY,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","NEW YORK, NY",224255,9581
2023,NORTH AMERICA,CANADA,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","PORTLAND, ME",1678303,124403
2023,NORTH AMERICA,CANADA,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","LOS ANGELES, CA",26539,882
2023,NORTH AMERICA,CANADA,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","SEATTLE, WA",16196,796
2023,NORTH AMERICA,CANADA,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","HOUSTON-GALVESTON, TX",5520,156
2023,NORTH AMERICA,CANADA,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","DALLAS-FORT WORTH, TX",3950,179
2023,NORTH AMERICA,MEXICO,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","LAREDO, TX",229284,27422
2023,NORTH AMERICA,MEXICO,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","SAN DIEGO, CA",70660470,3014497
2023,OCEANIA,NEW ZEALAND,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","LOS ANGELES, CA",35992,2612
2023,AFRICA,SOUTH AFRICA,TUNA BLUEFIN SOUTHERN FRESH,"NEW YORK, NY",549113,36051
2023,AFRICA,SOUTH AFRICA,TUNA BLUEFIN SOUTHERN FRESH,"TAMPA, FL",2565,149
2023,AFRICA,SOUTH AFRICA,TUNA BLUEFIN SOUTHERN FRESH,"LOS ANGELES, CA",172541,9550
2023,AFRICA,SOUTH AFRICA,TUNA BLUEFIN SOUTHERN FRESH,"CHICAGO, IL",53225,2414
2023,AFRICA,SOUTH AFRICA,TUNA BLUEFIN SOUTHERN FRESH,"MIAMI, FL",3721,169
2023,ASIA,JAPAN,TUNA BLUEFIN SOUTHERN FRESH,"NEW YORK, NY",6230,98
2023,EUROPE,SPAIN,TUNA BLUEFIN SOUTHERN FRESH,"NEW YORK, NY",16619,510
2023,OCEANIA,AUSTRALIA,TUNA BLUEFIN SOUTHERN FRESH,"BOSTON, MA",5859,353
2023,OCEANIA,AUSTRALIA,TUNA BLUEFIN SOUTHERN FRESH,"NEW YORK, NY",1175590,82523
2023,OCEANIA,AUSTRALIA,TUNA BLUEFIN SOUTHERN FRESH,"LOS ANGELES, CA",614924,41001
2023,OCEANIA,AUSTRALIA,TUNA BLUEFIN SOUTHERN FRESH,"HONOLULU, HI",1499263,120146
2023,OCEANIA,AUSTRALIA,TUNA BLUEFIN SOUTHERN FRESH,"MIAMI, FL",38175,2087
2023,OCEANIA,NEW ZEALAND,TUNA BLUEFIN SOUTHERN FRESH,"BOSTON, MA",19754,2018
2023,OCEANIA,NEW ZEALAND,TUNA BLUEFIN SOUTHERN FRESH,"NEW YORK, NY",231019,18244
2023,OCEANIA,NEW ZEALAND,TUNA BLUEFIN SOUTHERN FRESH,"LOS ANGELES, CA",326522,42396
2023,OCEANIA,NEW ZEALAND,TUNA BLUEFIN SOUTHERN FRESH,"HONOLULU, HI",159108,15884
2023,ASIA,SOUTH KOREA,TUNA BLUEFIN ATLANTIC FROZEN,"LOS ANGELES, CA",248302,6297
2023,ASIA,JAPAN,TUNA BLUEFIN ATLANTIC FROZEN,"LOS ANGELES, CA",1558797,27750
2023,EUROPE,SPAIN,TUNA BLUEFIN ATLANTIC FROZEN,"NEW YORK, NY",124085,2250
2023,EUROPE,SPAIN,TUNA BLUEFIN ATLANTIC FROZEN,"MIAMI, FL",10784,151
2023,ASIA,JAPAN,TUNA BLUEFIN PACIFIC FROZEN,"NEW YORK, NY",38743,6466
2023,ASIA,JAPAN,TUNA BLUEFIN PACIFIC FROZEN,"LOS ANGELES, CA",22019,157
2023,ASIA,JAPAN,TUNA BLUEFIN PACIFIC FROZEN,"SAN FRANCISCO, CA",31966,526
2023,ASIA,JAPAN,TUNA BLUEFIN PACIFIC FROZEN,"SEATTLE, WA",3171,33
2023,ASIA,JAPAN,TUNA BLUEFIN PACIFIC FROZEN,"HONOLULU, HI",26242,238
2023,ASIA,JAPAN,TUNA BLUEFIN PACIFIC FROZEN,"HOUSTON-GALVESTON, TX",2021,10
2023,EUROPE,MALTA,TUNA BLUEFIN PACIFIC FROZEN,"HONOLULU, HI",2258,35
2023,EUROPE,CROATIA,TUNA BLUEFIN PACIFIC FROZEN,"HONOLULU, HI",56714,1590
2023,ASIA,INDONESIA,TUNA BLUEFIN SOUTHERN FROZEN,"LOS ANGELES, CA",221210,8982
2023,ASIA,JAPAN,TUNA BLUEFIN SOUTHERN FROZEN,"LOS ANGELES, CA",301192,6724
2022,AFRICA,SOUTH AFRICA,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","NEW YORK, NY",4187,260
2022,ASIA,JAPAN,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","NEW YORK, NY",710916,11063
2022,ASIA,JAPAN,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","SAVANNAH, GA",38963,529
2022,ASIA,JAPAN,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","LOS ANGELES, CA",154450,3358
2022,ASIA,JAPAN,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","SAN FRANCISCO, CA",447152,9712
2022,ASIA,JAPAN,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","SEATTLE, WA",10629,377
2022,ASIA,JAPAN,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","HONOLULU, HI",950554,19692
2022,ASIA,JAPAN,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","MIAMI, FL",277476,5887
2022,ASIA,JAPAN,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","HOUSTON-GALVESTON, TX",143874,5882
2022,ASIA,JAPAN,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","WASHINGTON, DC",2871,67
2022,ASIA,JAPAN,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","DALLAS-FORT WORTH, TX",200026,3333
2022,EUROPE,FRANCE,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","NEW YORK, NY",64944,2594
2022,EUROPE,FRANCE,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","LOS ANGELES, CA",31076,1242
2022,EUROPE,FRANCE,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","MIAMI, FL",23940,956
2022,EUROPE,SPAIN,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","BOSTON, MA",97228,3189
2022,EUROPE,SPAIN,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","NEW YORK, NY",12563531,451142
2022,EUROPE,SPAIN,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","SAVANNAH, GA",36072,1274
2022,EUROPE,SPAIN,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","LOS ANGELES, CA",7083735,240084
2022,EUROPE,SPAIN,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","SAN FRANCISCO, CA",811461,28817
2022,EUROPE,SPAIN,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","SEATTLE, WA",1172704,40615
2022,EUROPE,SPAIN,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","HONOLULU, HI",195563,6347
2022,EUROPE,SPAIN,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","GREAT FALLS, MT",210990,6933
2022,EUROPE,SPAIN,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","CHICAGO, IL",805290,27231
2022,EUROPE,SPAIN,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","MIAMI, FL",2303080,77154
2022,EUROPE,SPAIN,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","HOUSTON-GALVESTON, TX",963198,33203
2022,EUROPE,SPAIN,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","DALLAS-FORT WORTH, TX",222196,7259
2022,EUROPE,MALTA,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","BOSTON, MA",64719,2561
2022,EUROPE,MALTA,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","NEW YORK, NY",400975,16727
2022,EUROPE,MALTA,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","LOS ANGELES, CA",23854,1056
2022,EUROPE,MALTA,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","CHICAGO, IL",43815,1750
2022,EUROPE,MALTA,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","HOUSTON-GALVESTON, TX",12403,443
2022,EUROPE,TURKEY,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","NEW YORK, NY",74229,3483
2022,NORTH AMERICA,CANADA,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","PORTLAND, ME",1368875,89804
2022,NORTH AMERICA,MEXICO,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","LAREDO, TX",371389,51957
2022,NORTH AMERICA,MEXICO,"TUNA BLUEFIN ATLANTIC,PACIFIC FRESH","SAN DIEGO, CA",72974778,3130204
2022,AFRICA,SOUTH AFRICA,TUNA BLUEFIN SOUTHERN FRESH,"BOSTON, MA",4348,208
